id,nsc,highest_tested_concentration,cell_line
15884,756660,1.00E-05,MES-SA
15885,756660,1.00E-05,MES-SA Dx5
15886,756660,1.00E-05,MHM-25
15887,756660,1.00E-05,MHM-8
15888,756660,1.00E-05,MPNST
15889,756660,1.00E-05,OHS
15890,756660,1.00E-05,RD
15891,756660,1.00E-05,RD-ES
15892,756660,1.00E-05,Rh18
15893,756660,1.00E-05,Rh28
15894,756660,1.00E-05,Rh28 PX11/LPAM
15895,756660,1.00E-05,Rh30
15896,756660,1.00E-05,Rh36
15897,756660,1.00E-05,Rh41
15898,756660,1.00E-05,SAOS-2
15899,756660,1.00E-05,SJCRH30(RMS 13)
15900,756660,1.00E-05,SJSA-1
15901,756660,1.00E-05,SK-ES-1
15902,756660,1.00E-05,SK-LMS-1
15903,756660,1.00E-05,SK-N-MC
15904,756660,1.00E-05,SK-UT-1
15905,756660,1.00E-05,SK-UT-1B
15906,756660,1.00E-05,ST8814
15907,756660,1.00E-05,SW 1353
15908,756660,1.00E-05,SW 684
15909,756660,1.00E-05,SW 982
15910,756660,1.00E-05,SYO-1
15911,756660,1.00E-05,TC-32
15912,756660,1.00E-05,TC-71
15913,756660,1.00E-05,U-2 OS
15914,756660,1.00E-05,VA-ES-BJ
15915,756661,1.00E-05,A-204
15916,756661,1.00E-05,A549/ATCC
15917,756661,1.00E-05,A549/ATCC
15918,756661,1.00E-05,A549/ATCC
15919,756661,1.00E-05,A549/ATCC
15920,756661,1.00E-05,A549/ATCC
15921,756661,1.00E-05,A549/ATCC
15922,756661,1.00E-05,A-673
15923,756661,1.00E-05,ASPS-1
15924,756661,1.00E-05,CHA-59
15925,756661,1.00E-05,CHLA-10
15926,756661,1.00E-05,CHLA-25
15927,756661,1.00E-05,CHLA-258
15928,756661,1.00E-05,CHLA-32
15929,756661,1.00E-05,CHLA-9
15930,756661,1.00E-05,CHP-100
15931,756661,1.00E-05,COG-E-352
15932,756661,1.00E-05,DDLS
15933,756661,1.00E-05,ES-1
15934,756661,1.00E-05,ES-2
15935,756661,1.00E-05,ES-3
15936,756661,1.00E-05,ES-4
15937,756661,1.00E-05,ES-6
15938,756661,1.00E-05,ES-7
15939,756661,1.00E-05,ES-8
15940,756661,1.00E-05,EW8
15941,756661,1.00E-05,G-401
15942,756661,1.00E-05,HOS
15943,756661,1.00E-05,Hs 706.T
15944,756661,1.00E-05,Hs 729
15945,756661,1.00E-05,Hs 913.T
15946,756661,1.00E-05,HSSY-II
15947,756661,1.00E-05,HT-1080
15948,756661,1.00E-05,Hu09
15949,756661,1.00E-05,KHOS-240S
15950,756661,1.00E-05,KHOS-312H
15951,756661,1.00E-05,KHOS NP
15952,756661,1.00E-05,LS141
15953,756661,1.00E-05,MES-SA
15954,756661,1.00E-05,MES-SA Dx5
15955,756661,1.00E-05,MHM-25
15956,756661,1.00E-05,MHM-8
15957,756661,1.00E-05,MPNST
15958,756661,1.00E-05,OHS
15959,756661,1.00E-05,RD
15960,756661,1.00E-05,RD-ES
15961,756661,1.00E-05,Rh18
15962,756661,1.00E-05,Rh28
15963,756661,1.00E-05,Rh28 PX11/LPAM
15964,756661,1.00E-05,Rh30
15965,756661,1.00E-05,Rh36
15966,756661,1.00E-05,Rh41
15967,756661,1.00E-05,SAOS-2
15968,756661,1.00E-05,SJCRH30(RMS 13)
15969,756661,1.00E-05,SJSA-1
15970,756661,1.00E-05,SK-ES-1
15971,756661,1.00E-05,SK-LMS-1
15972,756661,1.00E-05,SK-N-MC
15973,756661,1.00E-05,SK-UT-1
15974,756661,1.00E-05,SK-UT-1B
15975,756661,1.00E-05,ST8814
15976,756661,1.00E-05,SW 1353
15977,756661,1.00E-05,SW 684
15978,756661,1.00E-05,SW 982
15979,756661,1.00E-05,SYO-1
15980,756661,1.00E-05,TC-32
15981,756661,1.00E-05,TC-71
15982,756661,1.00E-05,U-2 OS
15983,756661,1.00E-05,VA-ES-BJ
15984,756662,1.00E-05,A-204
15985,756662,1.00E-05,A549/ATCC
15986,756662,1.00E-05,A549/ATCC
15987,756662,1.00E-05,A549/ATCC
15988,756662,1.00E-05,A549/ATCC
15989,756662,1.00E-05,A549/ATCC
15990,756662,1.00E-05,A549/ATCC
15991,756662,1.00E-05,A-673
15992,756662,1.00E-05,ASPS-1
15993,756662,1.00E-05,CHA-59
15994,756662,1.00E-05,CHLA-10
15995,756662,1.00E-05,CHLA-25
15996,756662,1.00E-05,CHLA-258
15997,756662,1.00E-05,CHLA-32
15998,756662,1.00E-05,CHLA-9
15999,756662,1.00E-05,CHP-100
16000,756662,1.00E-05,COG-E-352
16001,756662,1.00E-05,DDLS
16002,756662,1.00E-05,ES-1
16003,756662,1.00E-05,ES-2
16004,756662,1.00E-05,ES-3
16005,756662,1.00E-05,ES-4
16006,756662,1.00E-05,ES-6
16007,756662,1.00E-05,ES-7
16008,756662,1.00E-05,ES-8
16009,756662,1.00E-05,EW8
16010,756662,1.00E-05,G-401
16011,756662,1.00E-05,HOS
16012,756662,1.00E-05,Hs 706.T
16013,756662,1.00E-05,Hs 729
16014,756662,1.00E-05,Hs 913.T
16015,756662,1.00E-05,HSSY-II
16016,756662,1.00E-05,HT-1080
16017,756662,1.00E-05,Hu09
16018,756662,1.00E-05,KHOS-240S
16019,756662,1.00E-05,KHOS-312H
16020,756662,1.00E-05,KHOS NP
16021,756662,1.00E-05,LS141
16022,756662,1.00E-05,MES-SA
16023,756662,1.00E-05,MES-SA Dx5
16024,756662,1.00E-05,MHM-25
16025,756662,1.00E-05,MHM-8
16026,756662,1.00E-05,MPNST
16027,756662,1.00E-05,OHS
16028,756662,1.00E-05,RD
16029,756662,1.00E-05,RD-ES
16030,756662,1.00E-05,Rh18
16031,756662,1.00E-05,Rh28
16032,756662,1.00E-05,Rh28 PX11/LPAM
16033,756662,1.00E-05,Rh30
16034,756662,1.00E-05,Rh36
16035,756662,1.00E-05,Rh41
16036,756662,1.00E-05,SAOS-2
16037,756662,1.00E-05,SJCRH30(RMS 13)
16038,756662,1.00E-05,SJSA-1
16039,756662,1.00E-05,SK-ES-1
16040,756662,1.00E-05,SK-LMS-1
16041,756662,1.00E-05,SK-N-MC
16042,756662,1.00E-05,SK-UT-1
16043,756662,1.00E-05,SK-UT-1B
16044,756662,1.00E-05,ST8814
16045,756662,1.00E-05,SW 1353
16046,756662,1.00E-05,SW 684
16047,756662,1.00E-05,SW 982
16048,756662,1.00E-05,SYO-1
16049,756662,1.00E-05,TC-32
16050,756662,1.00E-05,TC-71
16051,756662,1.00E-05,U-2 OS
16052,756662,1.00E-05,VA-ES-BJ
16053,756663,1.00E-05,A-204
16054,756663,1.00E-05,A549/ATCC
16055,756663,1.00E-05,A549/ATCC
16056,756663,1.00E-05,A549/ATCC
16057,756663,1.00E-05,A549/ATCC
16058,756663,1.00E-05,A549/ATCC
16059,756663,1.00E-05,A549/ATCC
16060,756663,1.00E-05,A-673
16061,756663,1.00E-05,ASPS-1
16062,756663,1.00E-05,CHA-59
16063,756663,1.00E-05,CHLA-10
16064,756663,1.00E-05,CHLA-25
16065,756663,1.00E-05,CHLA-258
16066,756663,1.00E-05,CHLA-32
16067,756663,1.00E-05,CHLA-9
16068,756663,1.00E-05,CHP-100
16069,756663,1.00E-05,COG-E-352
16070,756663,1.00E-05,DDLS
16071,756663,1.00E-05,ES-1
16072,756663,1.00E-05,ES-2
16073,756663,1.00E-05,ES-3
16074,756663,1.00E-05,ES-4
16075,756663,1.00E-05,ES-6
16076,756663,1.00E-05,ES-7
16077,756663,1.00E-05,ES-8
16078,756663,1.00E-05,EW8
16079,756663,1.00E-05,G-401
16080,756663,1.00E-05,HOS
16081,756663,1.00E-05,Hs 706.T
16082,756663,1.00E-05,Hs 729
16083,756663,1.00E-05,Hs 913.T
16084,756663,1.00E-05,HSSY-II
16085,756663,1.00E-05,HT-1080
16086,756663,1.00E-05,Hu09
16087,756663,1.00E-05,KHOS-240S
16088,756663,1.00E-05,KHOS-312H
16089,756663,1.00E-05,KHOS NP
16090,756663,1.00E-05,LS141
16091,756663,1.00E-05,MES-SA
16092,756663,1.00E-05,MES-SA Dx5
16093,756663,1.00E-05,MHM-25
16094,756663,1.00E-05,MHM-8
16095,756663,1.00E-05,MPNST
16096,756663,1.00E-05,OHS
16097,756663,1.00E-05,RD
16098,756663,1.00E-05,RD-ES
16099,756663,1.00E-05,Rh18
16100,756663,1.00E-05,Rh28
16101,756663,1.00E-05,Rh28 PX11/LPAM
16102,756663,1.00E-05,Rh30
16103,756663,1.00E-05,Rh36
16104,756663,1.00E-05,Rh41
16105,756663,1.00E-05,SAOS-2
16106,756663,1.00E-05,SJCRH30(RMS 13)
16107,756663,1.00E-05,SJSA-1
16108,756663,1.00E-05,SK-ES-1
16109,756663,1.00E-05,SK-LMS-1
16110,756663,1.00E-05,SK-N-MC
16111,756663,1.00E-05,SK-UT-1
16112,756663,1.00E-05,SK-UT-1B
16113,756663,1.00E-05,ST8814
16114,756663,1.00E-05,SW 1353
16115,756663,1.00E-05,SW 684
16116,756663,1.00E-05,SW 982
16117,756663,1.00E-05,SYO-1
16118,756663,1.00E-05,TC-32
16119,756663,1.00E-05,TC-71
16120,756663,1.00E-05,U-2 OS
16121,756663,1.00E-05,VA-ES-BJ
16122,756874,1.00E-05,A-204
16123,756874,1.00E-05,A549/ATCC
16124,756874,1.00E-05,A549/ATCC
16125,756874,1.00E-05,A549/ATCC
16126,756874,1.00E-05,A549/ATCC
16127,756874,1.00E-05,A549/ATCC
16128,756874,1.00E-05,A549/ATCC
16129,756874,1.00E-05,A-673
16130,756874,1.00E-05,ASPS-1
16131,756874,1.00E-05,CHA-59
16132,756874,1.00E-05,CHLA-10
16133,756874,1.00E-05,CHLA-25
16134,756874,1.00E-05,CHLA-258
16135,756874,1.00E-05,CHLA-32
16136,756874,1.00E-05,CHLA-9
16137,756874,1.00E-05,CHP-100
16138,756874,1.00E-05,COG-E-352
16139,756874,1.00E-05,DDLS
16140,756874,1.00E-05,ES-1
16141,756874,1.00E-05,ES-2
16142,756874,1.00E-05,ES-3
16143,756874,1.00E-05,ES-4
16144,756874,1.00E-05,ES-6
16145,756874,1.00E-05,ES-7
16146,756874,1.00E-05,ES-8
16147,756874,1.00E-05,EW8
16148,756874,1.00E-05,G-401
16149,756874,1.00E-05,HOS
16150,756874,1.00E-05,Hs 706.T
16151,756874,1.00E-05,Hs 729
16152,756874,1.00E-05,Hs 913.T
16153,756874,1.00E-05,HSSY-II
16154,756874,1.00E-05,HT-1080
16155,756874,1.00E-05,Hu09
16156,756874,1.00E-05,KHOS-240S
16157,756874,1.00E-05,KHOS-312H
16158,756874,1.00E-05,KHOS NP
16159,756874,1.00E-05,LS141
16160,756874,1.00E-05,MES-SA
16161,756874,1.00E-05,MES-SA Dx5
16162,756874,1.00E-05,MHM-25
16163,756874,1.00E-05,MHM-8
16164,756874,1.00E-05,MPNST
16165,756874,1.00E-05,OHS
16166,756874,1.00E-05,RD
16167,756874,1.00E-05,RD-ES
16168,756874,1.00E-05,Rh18
16169,756874,1.00E-05,Rh28
16170,756874,1.00E-05,Rh28 PX11/LPAM
16171,756874,1.00E-05,Rh30
16172,756874,1.00E-05,Rh36
16173,756874,1.00E-05,Rh41
16174,756874,1.00E-05,SAOS-2
16175,756874,1.00E-05,SJCRH30(RMS 13)
16176,756874,1.00E-05,SJSA-1
16177,756874,1.00E-05,SK-ES-1
16178,756874,1.00E-05,SK-LMS-1
16179,756874,1.00E-05,SK-N-MC
16180,756874,1.00E-05,SK-UT-1
16181,756874,1.00E-05,SK-UT-1B
16182,756874,1.00E-05,ST8814
16183,756874,1.00E-05,SW 1353
16184,756874,1.00E-05,SW 684
16185,756874,1.00E-05,SW 982
16186,756874,1.00E-05,SYO-1
16187,756874,1.00E-05,TC-32
16188,756874,1.00E-05,TC-71
16189,756874,1.00E-05,U-2 OS
16190,756874,1.00E-05,VA-ES-BJ
16191,756875,1.00E-05,A-204
16192,756875,1.00E-05,A549/ATCC
16193,756875,1.00E-05,A549/ATCC
16194,756875,1.00E-05,A549/ATCC
16195,756875,1.00E-05,A549/ATCC
16196,756875,1.00E-05,A549/ATCC
16197,756875,1.00E-05,A549/ATCC
16198,756875,1.00E-05,A-673
16199,756875,1.00E-05,ASPS-1
16200,756875,1.00E-05,CHA-59
16201,756875,1.00E-05,CHLA-10
16202,756875,1.00E-05,CHLA-25
16203,756875,1.00E-05,CHLA-258
16204,756875,1.00E-05,CHLA-32
16205,756875,1.00E-05,CHLA-9
16206,756875,1.00E-05,CHP-100
16207,756875,1.00E-05,COG-E-352
16208,756875,1.00E-05,DDLS
16209,756875,1.00E-05,ES-1
16210,756875,1.00E-05,ES-2
16211,756875,1.00E-05,ES-3
16212,756875,1.00E-05,ES-4
16213,756875,1.00E-05,ES-6
16214,756875,1.00E-05,ES-7
16215,756875,1.00E-05,ES-8
16216,756875,1.00E-05,EW8
16217,756875,1.00E-05,G-401
16218,756875,1.00E-05,HOS
16219,756875,1.00E-05,Hs 706.T
16220,756875,1.00E-05,Hs 729
16221,756875,1.00E-05,Hs 913.T
16222,756875,1.00E-05,HSSY-II
16223,756875,1.00E-05,HT-1080
16224,756875,1.00E-05,Hu09
16225,756875,1.00E-05,KHOS-240S
16226,756875,1.00E-05,KHOS-312H
16227,756875,1.00E-05,KHOS NP
16228,756875,1.00E-05,LS141
16229,756875,1.00E-05,MES-SA
16230,756875,1.00E-05,MES-SA Dx5
16231,756875,1.00E-05,MHM-25
16232,756875,1.00E-05,MHM-8
16233,756875,1.00E-05,MPNST
16234,756875,1.00E-05,OHS
16235,756875,1.00E-05,RD
16236,756875,1.00E-05,RD-ES
16237,756875,1.00E-05,Rh18
16238,756875,1.00E-05,Rh28
16239,756875,1.00E-05,Rh28 PX11/LPAM
16240,756875,1.00E-05,Rh30
16241,756875,1.00E-05,Rh36
16242,756875,1.00E-05,Rh41
16243,756875,1.00E-05,SAOS-2
16244,756875,1.00E-05,SJCRH30(RMS 13)
16245,756875,1.00E-05,SJSA-1
16246,756875,1.00E-05,SK-ES-1
16247,756875,1.00E-05,SK-LMS-1
16248,756875,1.00E-05,SK-N-MC
16249,756875,1.00E-05,SK-UT-1
16250,756875,1.00E-05,SK-UT-1B
16251,756875,1.00E-05,ST8814
16252,756875,1.00E-05,SW 1353
16253,756875,1.00E-05,SW 684
16254,756875,1.00E-05,SW 982
16255,756875,1.00E-05,SYO-1
16256,756875,1.00E-05,TC-32
16257,756875,1.00E-05,TC-71
16258,756875,1.00E-05,U-2 OS
16259,756875,1.00E-05,VA-ES-BJ
16260,756876,1.00E-05,A-204
16261,756876,1.00E-05,A549/ATCC
16262,756876,1.00E-05,A549/ATCC
16263,756876,1.00E-05,A549/ATCC
16264,756876,1.00E-05,A549/ATCC
16265,756876,1.00E-05,A549/ATCC
16266,756876,1.00E-05,A549/ATCC
16267,756876,1.00E-05,A-673
16268,756876,1.00E-05,ASPS-1
16269,756876,1.00E-05,CHA-59
16270,756876,1.00E-05,CHLA-10
16271,756876,1.00E-05,CHLA-25
16272,756876,1.00E-05,CHLA-258
16273,756876,1.00E-05,CHLA-32
16274,756876,1.00E-05,CHLA-9
16275,756876,1.00E-05,CHP-100
16276,756876,1.00E-05,COG-E-352
16277,756876,1.00E-05,DDLS
16278,756876,1.00E-05,ES-1
16279,756876,1.00E-05,ES-2
16280,756876,1.00E-05,ES-3
16281,756876,1.00E-05,ES-4
16282,756876,1.00E-05,ES-6
16283,756876,1.00E-05,ES-7
16284,756876,1.00E-05,ES-8
16285,756876,1.00E-05,EW8
16286,756876,1.00E-05,G-401
16287,756876,1.00E-05,HOS
16288,756876,1.00E-05,Hs 706.T
16289,756876,1.00E-05,Hs 729
16290,756876,1.00E-05,Hs 913.T
16291,756876,1.00E-05,HSSY-II
16292,756876,1.00E-05,HT-1080
16293,756876,1.00E-05,Hu09
16294,756876,1.00E-05,KHOS-240S
16295,756876,1.00E-05,KHOS-312H
16296,756876,1.00E-05,KHOS NP
16297,756876,1.00E-05,LS141
16298,756876,1.00E-05,MES-SA
16299,756876,1.00E-05,MES-SA Dx5
16300,756876,1.00E-05,MHM-25
16301,756876,1.00E-05,MHM-8
16302,756876,1.00E-05,MPNST
16303,756876,1.00E-05,OHS
16304,756876,1.00E-05,RD
16305,756876,1.00E-05,RD-ES
16306,756876,1.00E-05,Rh18
16307,756876,1.00E-05,Rh28
16308,756876,1.00E-05,Rh28 PX11/LPAM
16309,756876,1.00E-05,Rh30
16310,756876,1.00E-05,Rh36
16311,756876,1.00E-05,Rh41
16312,756876,1.00E-05,SAOS-2
16313,756876,1.00E-05,SJCRH30(RMS 13)
16314,756876,1.00E-05,SJSA-1
16315,756876,1.00E-05,SK-ES-1
16316,756876,1.00E-05,SK-LMS-1
16317,756876,1.00E-05,SK-N-MC
16318,756876,1.00E-05,SK-UT-1
16319,756876,1.00E-05,SK-UT-1B
16320,756876,1.00E-05,ST8814
16321,756876,1.00E-05,SW 1353
16322,756876,1.00E-05,SW 684
16323,756876,1.00E-05,SW 982
16324,756876,1.00E-05,SYO-1
16325,756876,1.00E-05,TC-32
16326,756876,1.00E-05,TC-71
16327,756876,1.00E-05,U-2 OS
16328,756876,1.00E-05,VA-ES-BJ
16329,756877,1.00E-05,A-204
16330,756877,1.00E-05,A549/ATCC
16331,756877,1.00E-05,A549/ATCC
16332,756877,1.00E-05,A549/ATCC
16333,756877,1.00E-05,A549/ATCC
16334,756877,1.00E-05,A549/ATCC
16335,756877,1.00E-05,A549/ATCC
16336,756877,1.00E-05,A-673
16337,756877,1.00E-05,ASPS-1
16338,756877,1.00E-05,CHA-59
16339,756877,1.00E-05,CHLA-10
16340,756877,1.00E-05,CHLA-25
16341,756877,1.00E-05,CHLA-258
16342,756877,1.00E-05,CHLA-32
16343,756877,1.00E-05,CHLA-9
16344,756877,1.00E-05,CHP-100
16345,756877,1.00E-05,COG-E-352
16346,756877,1.00E-05,DDLS
16347,756877,1.00E-05,ES-1
16348,756877,1.00E-05,ES-2
16349,756877,1.00E-05,ES-3
16350,756877,1.00E-05,ES-4
16351,756877,1.00E-05,ES-6
16352,756877,1.00E-05,ES-7
16353,756877,1.00E-05,ES-8
16354,756877,1.00E-05,EW8
16355,756877,1.00E-05,G-401
16356,756877,1.00E-05,HOS
16357,756877,1.00E-05,Hs 706.T
16358,756877,1.00E-05,Hs 729
16359,756877,1.00E-05,Hs 913.T
16360,756877,1.00E-05,HSSY-II
16361,756877,1.00E-05,HT-1080
16362,756877,1.00E-05,Hu09
16363,756877,1.00E-05,KHOS-240S
16364,756877,1.00E-05,KHOS-312H
16365,756877,1.00E-05,KHOS NP
16366,756877,1.00E-05,LS141
16367,756877,1.00E-05,MES-SA
16368,756877,1.00E-05,MES-SA Dx5
16369,756877,1.00E-05,MHM-25
16370,756877,1.00E-05,MHM-8
16371,756877,1.00E-05,MPNST
16372,756877,1.00E-05,OHS
16373,756877,1.00E-05,RD
16374,756877,1.00E-05,RD-ES
16375,756877,1.00E-05,Rh18
16376,756877,1.00E-05,Rh28
16377,756877,1.00E-05,Rh28 PX11/LPAM
16378,756877,1.00E-05,Rh30
16379,756877,1.00E-05,Rh36
16380,756877,1.00E-05,Rh41
16381,756877,1.00E-05,SAOS-2
16382,756877,1.00E-05,SJCRH30(RMS 13)
16383,756877,1.00E-05,SJSA-1
16384,756877,1.00E-05,SK-ES-1
16385,756877,1.00E-05,SK-LMS-1
16386,756877,1.00E-05,SK-N-MC
16387,756877,1.00E-05,SK-UT-1
16388,756877,1.00E-05,SK-UT-1B
16389,756877,1.00E-05,ST8814
16390,756877,1.00E-05,SW 1353
16391,756877,1.00E-05,SW 684
16392,756877,1.00E-05,SW 982
16393,756877,1.00E-05,SYO-1
16394,756877,1.00E-05,TC-32
16395,756877,1.00E-05,TC-71
16396,756877,1.00E-05,U-2 OS
16397,756877,1.00E-05,VA-ES-BJ
16398,756878,1.00E-05,A-204
16399,756878,1.00E-05,A549/ATCC
16400,756878,1.00E-05,A549/ATCC
16401,756878,1.00E-05,A549/ATCC
16402,756878,1.00E-05,A549/ATCC
16403,756878,1.00E-05,A549/ATCC
16404,756878,1.00E-05,A549/ATCC
16405,756878,1.00E-05,A-673
16406,756878,1.00E-05,ASPS-1
16407,756878,1.00E-05,CHA-59
16408,756878,1.00E-05,CHLA-10
16409,756878,1.00E-05,CHLA-25
16410,756878,1.00E-05,CHLA-258
16411,756878,1.00E-05,CHLA-32
16412,756878,1.00E-05,CHLA-9
16413,756878,1.00E-05,CHP-100
16414,756878,1.00E-05,COG-E-352
16415,756878,1.00E-05,DDLS
16416,756878,1.00E-05,ES-1
16417,756878,1.00E-05,ES-2
16418,756878,1.00E-05,ES-3
16419,756878,1.00E-05,ES-4
16420,756878,1.00E-05,ES-6
16421,756878,1.00E-05,ES-7
16422,756878,1.00E-05,ES-8
16423,756878,1.00E-05,EW8
16424,756878,1.00E-05,G-401
16425,756878,1.00E-05,HOS
16426,756878,1.00E-05,Hs 706.T
16427,756878,1.00E-05,Hs 729
16428,756878,1.00E-05,Hs 913.T
16429,756878,1.00E-05,HSSY-II
16430,756878,1.00E-05,HT-1080
16431,756878,1.00E-05,Hu09
16432,756878,1.00E-05,KHOS-240S
16433,756878,1.00E-05,KHOS-312H
16434,756878,1.00E-05,KHOS NP
16435,756878,1.00E-05,LS141
16436,756878,1.00E-05,MES-SA
16437,756878,1.00E-05,MES-SA Dx5
16438,756878,1.00E-05,MHM-25
16439,756878,1.00E-05,MHM-8
16440,756878,1.00E-05,MPNST
16441,756878,1.00E-05,OHS
16442,756878,1.00E-05,RD
16443,756878,1.00E-05,RD-ES
16444,756878,1.00E-05,Rh18
16445,756878,1.00E-05,Rh28
16446,756878,1.00E-05,Rh28 PX11/LPAM
16447,756878,1.00E-05,Rh30
16448,756878,1.00E-05,Rh36
16449,756878,1.00E-05,Rh41
16450,756878,1.00E-05,SAOS-2
16451,756878,1.00E-05,SJCRH30(RMS 13)
16452,756878,1.00E-05,SJSA-1
16453,756878,1.00E-05,SK-ES-1
16454,756878,1.00E-05,SK-LMS-1
16455,756878,1.00E-05,SK-N-MC
16456,756878,1.00E-05,SK-UT-1
16457,756878,1.00E-05,SK-UT-1B
16458,756878,1.00E-05,ST8814
16459,756878,1.00E-05,SW 1353
16460,756878,1.00E-05,SW 684
16461,756878,1.00E-05,SW 982
16462,756878,1.00E-05,SYO-1
16463,756878,1.00E-05,TC-71
16464,756878,1.00E-05,U-2 OS
16465,756878,1.00E-05,VA-ES-BJ
16466,756879,1.00E-05,A-204
16467,756879,1.00E-05,A549/ATCC
16468,756879,1.00E-05,A549/ATCC
16469,756879,1.00E-05,A549/ATCC
16470,756879,1.00E-05,A549/ATCC
16471,756879,1.00E-05,A549/ATCC
16472,756879,1.00E-05,A549/ATCC
16473,756879,1.00E-05,A-673
16474,756879,1.00E-05,ASPS-1
16475,756879,1.00E-05,CHA-59
16476,756879,1.00E-05,CHLA-10
16477,756879,1.00E-05,CHLA-25
16478,756879,1.00E-05,CHLA-258
16479,756879,1.00E-05,CHLA-32
16480,756879,1.00E-05,CHLA-9
16481,756879,1.00E-05,CHP-100
16482,756879,1.00E-05,COG-E-352
16483,756879,1.00E-05,DDLS
16484,756879,1.00E-05,ES-1
16485,756879,1.00E-05,ES-2
16486,756879,1.00E-05,ES-3
16487,756879,1.00E-05,ES-4
16488,756879,1.00E-05,ES-6
16489,756879,1.00E-05,ES-7
16490,756879,1.00E-05,ES-8
16491,756879,1.00E-05,EW8
16492,756879,1.00E-05,G-401
16493,756879,1.00E-05,HOS
16494,756879,1.00E-05,Hs 706.T
16495,756879,1.00E-05,Hs 729
16496,756879,1.00E-05,Hs 913.T
16497,756879,1.00E-05,HSSY-II
16498,756879,1.00E-05,HT-1080
16499,756879,1.00E-05,Hu09
16500,756879,1.00E-05,KHOS-240S
16501,756879,1.00E-05,KHOS-312H
16502,756879,1.00E-05,KHOS NP
16503,756879,1.00E-05,LS141
16504,756879,1.00E-05,MES-SA
16505,756879,1.00E-05,MES-SA Dx5
16506,756879,1.00E-05,MHM-25
16507,756879,1.00E-05,MHM-8
16508,756879,1.00E-05,MPNST
16509,756879,1.00E-05,OHS
16510,756879,1.00E-05,RD
16511,756879,1.00E-05,RD-ES
16512,756879,1.00E-05,Rh18
16513,756879,1.00E-05,Rh28
16514,756879,1.00E-05,Rh28 PX11/LPAM
16515,756879,1.00E-05,Rh30
16516,756879,1.00E-05,Rh36
16517,756879,1.00E-05,Rh41
16518,756879,1.00E-05,SAOS-2
16519,756879,1.00E-05,SJCRH30(RMS 13)
16520,756879,1.00E-05,SJSA-1
16521,756879,1.00E-05,SK-ES-1
16522,756879,1.00E-05,SK-LMS-1
16523,756879,1.00E-05,SK-N-MC
16524,756879,1.00E-05,SK-UT-1
16525,756879,1.00E-05,SK-UT-1B
16526,756879,1.00E-05,ST8814
16527,756879,1.00E-05,SW 1353
16528,756879,1.00E-05,SW 684
16529,756879,1.00E-05,SW 982
16530,756879,1.00E-05,SYO-1
16531,756879,1.00E-05,TC-32
16532,756879,1.00E-05,TC-71
16533,756879,1.00E-05,U-2 OS
16534,756879,1.00E-05,VA-ES-BJ
16535,757148,1.00E-05,A-204
16536,757148,1.00E-05,A549/ATCC
16537,757148,1.00E-05,A549/ATCC
16538,757148,1.00E-05,A549/ATCC
16539,757148,1.00E-05,A549/ATCC
16540,757148,1.00E-05,A549/ATCC
16541,757148,1.00E-05,A549/ATCC
16542,757148,1.00E-05,A-673
16543,757148,1.00E-05,ASPS-1
16544,757148,1.00E-05,CHA-59
16545,757148,1.00E-05,CHLA-10
16546,757148,1.00E-05,CHLA-25
16547,757148,1.00E-05,CHLA-258
16548,757148,1.00E-05,CHLA-32
16549,757148,1.00E-05,CHLA-9
16550,757148,1.00E-05,CHP-100
16551,757148,1.00E-05,COG-E-352
16552,757148,1.00E-05,DDLS
16553,757148,1.00E-05,ES-1
16554,757148,1.00E-05,ES-2
16555,757148,1.00E-05,ES-3
16556,757148,1.00E-05,ES-4
16557,757148,1.00E-05,ES-6
16558,757148,1.00E-05,ES-7
16559,757148,1.00E-05,ES-8
16560,757148,1.00E-05,EW8
16561,757148,1.00E-05,G-401
16562,757148,1.00E-05,HOS
16563,757148,1.00E-05,Hs 706.T
16564,757148,1.00E-05,Hs 729
16565,757148,1.00E-05,Hs 913.T
16566,757148,1.00E-05,HSSY-II
16567,757148,1.00E-05,HT-1080
16568,757148,1.00E-05,Hu09
16569,757148,1.00E-05,KHOS-240S
16570,757148,1.00E-05,KHOS-312H
16571,757148,1.00E-05,KHOS NP
16572,757148,1.00E-05,LS141
16573,757148,1.00E-05,MES-SA
16574,757148,1.00E-05,MES-SA Dx5
16575,757148,1.00E-05,MHM-25
16576,757148,1.00E-05,MHM-8
16577,757148,1.00E-05,MPNST
16578,757148,1.00E-05,OHS
16579,757148,1.00E-05,RD
16580,757148,1.00E-05,RD-ES
16581,757148,1.00E-05,Rh18
16582,757148,1.00E-05,Rh28
16583,757148,1.00E-05,Rh28 PX11/LPAM
16584,757148,1.00E-05,Rh30
16585,757148,1.00E-05,Rh36
16586,757148,1.00E-05,Rh41
16587,757148,1.00E-05,SAOS-2
16588,757148,1.00E-05,SJCRH30(RMS 13)
16589,757148,1.00E-05,SJSA-1
16590,757148,1.00E-05,SK-ES-1
16591,757148,1.00E-05,SK-LMS-1
16592,757148,1.00E-05,SK-N-MC
16593,757148,1.00E-05,SK-UT-1
16594,757148,1.00E-05,SK-UT-1B
16595,757148,1.00E-05,ST8814
16596,757148,1.00E-05,SW 1353
16597,757148,1.00E-05,SW 684
16598,757148,1.00E-05,SW 982
16599,757148,1.00E-05,SYO-1
16600,757148,1.00E-05,TC-32
16601,757148,1.00E-05,TC-71
